id,V,A,D,stdV,stdA,stdD,N,text,document,category,subcategory
captured_moments_28309_28326,3.33,3.0,3.0,0.47,0.82,0.0,3,and you as well ?,captured_moments,fiction, 
vampires_341_362,4.0,4.0,3.2,0.63,0.0,0.4,5,love at first bite,vampires,blog, 
IntroDublin_60_165,3.2,2.8,2.6,0.4,0.75,0.49,5,as capital of europes most explosive economy dublin seems to be changing before your very eyes .,IntroDublin,travel-guides, 
hotel-california_27140_27242,3.0,2.6,3.0,0.0,0.8,0.0,5,a menu of display options allowing me to customize all the lightscreen ' s superficial characteristics .,hotel-california,fiction, 
117CWL009_309_481,3.2,3.2,3.2,0.4,0.4,0.4,5,because you are an organization that cares you are invited once again to be an integral part of this fabulous event as a corporate sponsor for jcc auction ' 99 .,117CWL009,letters,philanthropic-fundraising
A_defense_of_Michael_Moore_19640_19755,2.8,3.4,3.6,0.4,0.49,0.49,5,it is the typical right wing reaction which looks for simple answers that do not contradict the republican mindset .,A_defense_of_Michael_Moore,essays, 
hotel-california_5615_6049,2.33,2.67,2.67,0.47,0.47,0.47,3,after watching my ship tear apart after spending a good twenty three hours floating in silence in the wreck wondering whether i was currently facing stars belonging to the constellation libra or the constellation orion when those stars were viewed from earth wondering what it felt like to suffocate and after the feeling that yes i was in fact going to die alone in space had sunk in it took time for that feeling to dissipate .,hotel-california,fiction, 
20020731-nyt_14851_14939,3.4,3.0,3.4,0.49,0.63,0.49,5,the main market for the microsoft at&t partnership is expected to be business customers .,20020731-nyt,newspaper,nyt
captured_moments_30540_30569,2.2,3.2,2.8,0.4,0.4,0.75,5,i feel sorry for you nardo .,captured_moments,fiction, 
20020731-nyt_35326_35383,3.0,3.0,2.8,0.0,0.0,0.4,5,thus most of the facts presented are a matter of record .,20020731-nyt,newspaper,nyt
WhatToHongKong_1555_1568,2.6,3.0,3.0,0.49,0.0,0.0,5,buyer beware .,WhatToHongKong,travel-guides, 
wsj_2465_4455_4519,3.0,3.0,2.8,0.0,0.0,0.4,5,it might not be a bad idea to do that sooner rather than later .,wsj_2465,newspaper,wsj
The_Black_Willow_8360_8423,3.0,3.0,3.0,0.0,0.0,0.0,2,so dear a friend is always welcome to my counsel and my home,The_Black_Willow,fiction, 
The_Black_Willow_21421_21773,3.0,3.5,3.5,0.0,0.5,0.5,2,as it turned to the deeper woods elder giants rose above him : a beech smooth bark a gray green pennant hoisted on a slope and standing out between the dark cracked trunks of the nearer trees; great pines a few magnificent specimens still bearing the three stroke symbol of the british king; a towering black birch leaves impossibly high above him .,The_Black_Willow,fiction, 
united1_666_790,3.6,2.8,2.8,0.49,0.75,0.4,5,optional shore excursions will provide the best opportunities for exploring the highlights of each fascinating port of call !,united1,letters,solicitation-brochures
SemEval_85,2.67,2.83,3.0,0.47,0.69,0.0,6,celebrities protest malibu gas facility,SemEval,SemEval,
Fermentation_Eminent-Domain_3961_4213,3.0,3.0,3.4,0.0,0.0,0.49,5,"ask yourself . . . if putting the words "" sonoma county "" on one ' s wines was such a great thing why don ' t more vintners who make "" dry creek valley "" "" russian river valley "" "" alexander valley "" or "" sonoma valley "" wines already put these words on their label ?",Fermentation_Eminent-Domain,blog, 
hotel-california_949_1005,2.8,3.0,3.2,0.4,0.0,0.4,5,this is more than the person would have sans space suit .,hotel-california,fiction, 
WhereToHongKong_26069_26138,3.0,2.8,3.2,0.0,0.4,0.4,5,the main road continues clockwise around the new territories .,WhereToHongKong,travel-guides, 
Nathans_Bylichka_2070_2112,3.0,2.0,3.2,0.63,0.89,0.4,5,i was feeling calm and private that night .,Nathans_Bylichka,fiction, 
IntroDublin_3575_3590,4.0,3.2,3.4,0.0,0.75,0.49,5,enjoying dublin,IntroDublin,travel-guides, 
Uprooted_Bike_139_226,3.2,2.8,3.6,0.4,0.75,0.8,5,come back friday to read about anarchy bike jousting and two wheeled social protest .,Uprooted_Bike,blog, 
captured_moments_33330_33339,3.4,3.4,3.4,0.49,0.8,0.49,5,go ahead .,captured_moments,fiction, 
WhereToHongKong_56281_56446,3.0,3.2,3.0,0.0,0.4,0.0,5,guangzhou with a population of more than 5 million straddles the pearl river chinas fifth longest which links the city to the south china sea .,WhereToHongKong,travel-guides, 
SemEval_1172,3.0,2.4,3.0,0.0,1.2,0.0,5,' grey ' s ' ' betty ' ' scrubs ' get boost,SemEval,SemEval,
detroit_16422_16493,3.0,3.0,3.0,0.0,0.0,0.0,5,i was born in a suburb of detroit and most of family still lives there .,detroit,blog, 
20020731-nyt_29167_29293,2.8,3.2,3.0,0.4,0.4,0.0,5,"many people believe that our great coin rarities are vastly undervalued in comparison to old master paintings "" deisher said .",20020731-nyt,newspaper,nyt
captured_moments_23528_23612,3.0,3.0,3.0,0.0,0.0,0.0,5,who said that those who forget the past are doomed to repeat it ?,captured_moments,fiction, 
WhereToHongKong_30557_30659,3.0,3.2,3.2,0.0,0.4,0.4,5,sha tin is the site of the monastery of 10000 buddhas which looks down on a burgeoning town .,WhereToHongKong,travel-guides, 
hotel-california_26190_26338,2.75,3.0,3.25,0.43,0.71,0.43,4,but is it true ? would you be happy back in a normal life working and living and crying in the drudgery of whatever the hell normal is these days ?,hotel-california,fiction, 
marine1_1268_1447,3.2,3.2,3.2,0.4,0.4,0.4,5,a tax deductible gift from you now of less than a nickel a day can bring you into the ranks of the most influential and effective marine conservation organization operating today .,marine1,letters,solicitation-brochures
Nathans_Bylichka_20023_20106,2.75,3.0,3.0,0.43,0.0,0.0,4,nepthys walked towards it and pressed his bloody palm against it opening the door .,Nathans_Bylichka,fiction, 
Fermentation_Eminent-Domain_7556_7655,3.0,3.0,3.0,0.0,0.0,0.0,5,the town of sonoma is on a typical route people follow driving from solano county to sonoma county .,Fermentation_Eminent-Domain,blog, 
NYTnewswire9_4654_4741,3.0,2.83,3.17,0.0,0.37,0.37,6,tibbets quickly returned to wendover after that first visit to set up his headquarters .,NYTnewswire9,newspaper,nyt
20020731-nyt_46448_46520,3.0,2.5,3.17,0.0,0.76,0.37,6,even for the pollutants he addresses bush ' s timetable is too leisurely .,20020731-nyt,newspaper,nyt
anth_essay_4_13741_13971,3.0,3.0,3.0,0.0,0.63,0.0,5,( rappaport 2005 ) once punishments are completed the criminal is seen as rehabilitated having fulfilled his duty to restore harmonic order and is welcomed back into the community ( gow and rappaport 2002 : 61 rappaport 2005 : 97 ) .,anth_essay_4,essays, 
112C-L015_231_324,4.0,3.5,3.5,0.0,0.5,0.5,2,this is the time of year when we give thanks for the warmth and love that surrounds us .,112C-L015,letters,philanthropic-fundraising
A_defense_of_Michael_Moore_9691_9771,3.0,3.2,3.2,0.0,0.4,0.4,5,it is moore ' s way to say : viewers meet charlton heston gun nut extraordinaire .,A_defense_of_Michael_Moore,essays, 
captured_moments_20081_20132,3.0,2.8,2.8,0.0,0.4,0.4,5,' nights with karl and groucho . ',captured_moments,fiction, 
WhatToHongKong_21576_21732,3.2,3.2,3.2,0.4,0.4,0.4,5,hkta also has trail maps and sponsors the guided nature walks led by rangers that include hikes in all the different regions of hong kong .,WhatToHongKong,travel-guides, 
wsj_0144_317_370,3.0,3.0,3.0,0.0,0.0,0.0,5,but revenue declined to $3 billion from $3 . 2 billion .,wsj_0144,newspaper,wsj
Seedbombing_3126_3317,3.0,3.0,3.2,0.0,0.0,0.4,5,for example make smaller wildflower seedbombs and carefully ' plant ' them in a meridian by making holes in the ground with your heel and then gently tamping the dirt over them with your sole .,Seedbombing,blog, 
wsj_1640_610_876,2.6,3.2,3.2,0.49,0.4,0.4,5,"it "" may well be "" that theft of business data is "" as serious a strategic threat to national security "" as it is a threat to the survival of victimized u . s . firms said michelle van cleave the white house ' s assistant director for national security affairs .",wsj_1640,newspaper,wsj
blog-new-year's-resolutions_5010_5074,2.8,3.0,3.2,0.4,0.0,0.4,5,self efficacy did not have a significant effect on goal setting .,blog-new-year's-resolutions,blog, 
hotel-california_33648_33654,3.0,2.67,3.33,0.0,0.47,0.47,3,i ran .,hotel-california,fiction, 
lessig_blog-carbon_4402_4548,3.0,3.0,3.2,0.0,0.0,0.4,5,april 27 2009 4 : 45 pm brad templeton : when i got to united ' s site it has two columns one for true miles flown ( sort of ) and one for elite bonus .,lessig_blog-carbon,blog, 
AMC2_1665_1857,3.33,3.33,3.67,0.47,0.47,0.47,3,these guides are perfect for your family day hikestheyre pocket size full of helpful information such as what to wear and how to prepare and the highlights chart makes choosing a walk easy,AMC2,letters,solicitation-brochures
WhereToHongKong_5918_6028,2.6,2.8,2.4,0.49,0.4,0.8,5,however on sunny saturdays and sundays you may have to brave a crowd lining up at the lower terminal .,WhereToHongKong,travel-guides, 
Fermentation_Eminent-Domain_9876_9953,2.4,3.2,3.2,0.8,0.4,0.75,5,what business is it of state government what terminology goes on wine labels ?,Fermentation_Eminent-Domain,blog, 
wsj_0106_274_427,3.0,3.2,3.0,0.0,0.4,0.0,5,rogers said the shares will be convertible into class b shares but that the company has the option to redeem the shares before a conversion takes place .,wsj_0106,newspaper,wsj
Nathans_Bylichka_44529_44546,3.0,2.6,3.0,0.0,0.8,0.0,5,all right then .,Nathans_Bylichka,fiction, 
Black_and_white_5307_5447,3.0,3.4,3.2,0.63,0.49,0.4,5,color became a moral issue seen as something sensuous and dangerous in its secondary nature to the essence of life and form .,Black_and_white,essays, 
20020731-nyt_22051_22122,3.0,3.0,3.0,0.0,0.0,0.0,5,"i ' ve been flapping my wings since until i found this school "" he said .",20020731-nyt,newspaper,nyt
Homosexuality_11867_12029,3.0,2.8,2.8,0.0,0.4,0.4,5,to supplement my findings from research i have conducted personal interviews with two adolescent homosexual males james dobbens and daniel woods .,Homosexuality,essays, 
easy_money_10822_10966,3.0,3.5,3.25,0.0,0.87,0.43,4,it would have taken plenty to surprise me after what i had already seen but my jaw was banging against my shoelaces when i rounded that corner .,easy_money,fiction, 
hotel-california_22674_22697,3.0,3.2,3.0,0.0,0.4,0.0,5,has anyone ever left ?,hotel-california,fiction, 
How_soon-Fans_1348_1415,3.0,2.8,3.6,0.63,0.75,0.49,5,now from a short term perspective i ' m sure they did ok on the deal .,How_soon-Fans,blog, 
20020731-nyt_22183_22220,3.0,3.0,3.0,0.0,0.0,0.0,5,i get up and come down here at 6 a . m .,20020731-nyt,newspaper,nyt
SemEval_867,2.2,3.2,2.8,0.75,0.75,0.4,5,uk workers on alert for letter bombs,SemEval,SemEval,
captured_moments_18413_18626,2.67,3.0,2.67,0.47,0.0,0.47,3,i remembered an article in the medusa and a photo of a work in which 100 peso notes fell like confetti onto a small undersider sexlessly young in grimy oversized clothing .,captured_moments,fiction, 
Fermentation_HR5034_50_299,3.0,2.67,3.0,0.0,0.47,0.0,3,with so much at stake for america ' s alcohol wholesalers and their protected monopoly status that props up unearned profits it ' s no surprise they would swing for the fences with all their state granted political power and attempt to pass h . r . 5034 .,Fermentation_HR5034,blog, 
guidedogs1_1952_1996,3.2,3.0,3.0,0.4,0.0,0.0,5,a world i thought i would never have again .,guidedogs1,letters,solicitation-brochures
hotel-california_4898_4927,3.0,3.0,3.0,0.0,0.0,0.0,5,tiffany she stopped walking .,hotel-california,fiction, 
SemEval_704,3.4,3.2,3.4,0.49,0.4,0.49,5,goetschl ends austrian win drought,SemEval,SemEval,
hotel-california_15312_15380,2.6,3.4,3.2,0.49,0.49,0.4,5,maybe the universe will end sooner than you think said jefferson .,hotel-california,fiction, 
SemEval_1202,3.0,3.0,2.6,0.0,0.0,0.8,5,a personal plea for hpv vaccine plan,SemEval,SemEval,
blog-monastery_2337_2381,3.0,3.0,3.0,0.0,0.63,0.0,5,if you feel regret it destroys the merit .,blog-monastery,blog, 
littleshelter2_1082_1205,2.6,2.8,2.6,0.8,0.75,0.49,5,homeless animals that would otherwise die if little shelter didnt provide the care treatment and love these animals need .,littleshelter2,letters,solicitation-brochures
audubon2_974_1151,3.5,3.5,3.0,0.5,0.5,0.0,2,by accepting my personal invitation youll provide yourself and every member of your family with a fulfilling sense of proprietorship and a steady flow of priceless enjoyment .,audubon2,letters,solicitation-brochures
NYTnewswire4_528_542,2.8,3.4,3.4,0.4,0.8,0.8,5,so does he ?,NYTnewswire4,newspaper,nyt
IntroDublin_7285_7367,4.0,3.5,3.5,0.71,0.5,0.5,4,however young and old stranger and dubliner rub shoulders quite happily .,IntroDublin,travel-guides, 
easy_money_14786_14877,3.0,3.2,3.4,0.0,0.4,0.49,5,but they speculated all through the trial about where the gold came from offered me deals .,easy_money,fiction, 
Homosexuality_11213_11522,3.0,2.6,3.0,0.0,0.8,0.0,5,as a homosexual one risks horrifying their parents other family members and friends to the point of losing all contact with them ruining their career being condemned by their religion being beat up for publicly displaying their sexuality and much much more .,Homosexuality,essays, 
easy_money_9296_9414,3.0,3.4,3.0,0.0,0.49,0.0,5,"i thought he was surprised at my dexterity when his jaw dropped but he shouted "" no ! "" just before everything changed .",easy_money,fiction, 
wsj_0120_4024_4092,2.8,2.6,2.8,0.4,0.49,0.4,5,diaper services make a comeback amid growing environmental concerns .,wsj_0120,newspaper,wsj
A_defense_of_Michael_Moore_21834_22011,2.5,3.0,3.5,0.5,0.0,0.5,2,after the september 11 attacks it was necessary for conservatives to somehow explain away the fact that the us government gave 245 million dollars to the new evildoers du jour .,A_defense_of_Michael_Moore,essays, 
AMC2_3646_3770,3.33,3.33,3.0,0.47,0.47,0.0,3,induded in your gift set : nature walks in and around new york city quiet water canoe guide : new york,AMC2,letters,solicitation-brochures
Black_and_white_2496_2627,3.0,3.0,3.25,0.0,0.0,0.43,4,what is typical of this sort of ascetism is the art of expressing as much as possible using the minimum as an ideal .,Black_and_white,essays, 
WhatToHongKong_17658_17868,3.0,3.0,3.0,0.0,0.0,0.0,5,the frin ge club 21 lower albert road central is hong kongs best known alternate entertainment venue with jazz rock and other live music in addition to a gallery for visual arts .,WhatToHongKong,travel-guides, 
Anti-Terrorist_5071_5156,2.6,3.4,3.6,0.49,0.49,0.49,5,to deny reality as the israeli/neocons do is to invite disaster as they have done .,Anti-Terrorist,blog, 
detroit_6881_6925,3.2,3.0,3.4,0.4,0.0,0.49,5,there are neighborhoods that refuse to cave .,detroit,blog, 
602CZL285_69_79,3.0,2.6,2.8,0.0,0.8,0.4,5,dear name :,602CZL285,letters,philanthropic-fundraising
defenders5_7141_7210,3.0,3.0,3.2,0.0,0.0,0.4,5,so please take out your pen right now and sign your absentee ballot .,defenders5,letters,solicitation-brochures
Fermentation_Eminent-Domain_2898_2968,3.0,2.6,3.0,0.0,0.8,0.0,5,"they point to the prestige that the "" napa valley "" designation carries .",Fermentation_Eminent-Domain,blog, 
SemEval_1497,3.0,3.33,3.0,0.0,0.47,0.0,3,baby born on turnpike after dad misses exit,SemEval,SemEval,
guidedogs1_1782_1996,3.5,3.25,3.5,0.5,0.43,0.5,4,after i got my beautiful black lab i finally felt like a human being again . now i believe almost anything is possible . franklin has opened up a whole new world for me . a world i thought i would never have again .,guidedogs1,letters,solicitation-brochures
Black_and_white_4808_4894,3.0,2.4,3.2,0.63,0.49,0.75,5,for in its negation of all colors all colors are positively affirmed,Black_and_white,essays, 
Nathans_Bylichka_21625_21637,3.0,2.4,2.8,0.0,0.8,0.4,5,true true .,Nathans_Bylichka,fiction, 
detroit_6675_6686,2.8,3.0,3.0,0.4,0.63,0.63,5,however . . .,detroit,blog, 
detroit_13598_13622,3.2,3.8,3.2,0.4,0.4,0.4,5,the dark horse rides on !,detroit,blog, 
wildelifewatch1_1608_1773,3.0,3.0,3.0,0.0,0.0,0.0,5,these enemies of conservation are mounting an intensive effort to weaken the endangered species act . . . and our ability to protect threatened and endangered species .,wildelifewatch1,letters,solicitation-brochures
HistoryLasVegas_12877_12927,3.4,3.2,3.2,0.49,0.4,0.4,5,as a result more casinos emerged along the strip .,HistoryLasVegas,travel-guides, 
easy_money_10100_10129,3.0,2.8,2.8,0.0,0.4,0.4,5,we just looked at each other .,easy_money,fiction, 
captured_moments_6594_6634,3.6,2.6,3.0,0.49,0.8,0.0,5,"obscenely ugly "" said she smiling too .",captured_moments,fiction, 
WhatToHongKong_10646_10682,3.0,2.8,2.8,0.0,0.4,0.4,5,musical audio and video equipment .,WhatToHongKong,travel-guides, 
Uprooted_Bike_6278_6423,2.4,3.2,2.2,0.49,0.4,0.4,5,one of my dear friends who can ' t drive to due to combat injuries had her ride stolen while we were sharing a beer in broad daylight last weekend .,Uprooted_Bike,blog, 
Fermentation_HR5034_11903_12067,3.2,3.4,2.8,0.98,0.8,0.4,5,july 19 2010 at 08 : 53 am steve said . . . tom : thanks for this passionate polemic a foreceful and sorely needed rebuttal to a bogus bill . july 19 2010 at 09 : 10 am,Fermentation_HR5034,blog, 
lessig_blog-carbon_6275_6405,3.0,2.67,3.17,0.0,0.75,0.37,6,in return i would submit to an audit of my lifestyle and i would issue him a certificate stating the amount of his carbon offset .,lessig_blog-carbon,blog, 
Nathans_Bylichka_30375_30444,2.8,3.2,3.0,0.4,0.4,0.0,5,be careful you dont let him touch it until youre ready to use it,Nathans_Bylichka,fiction, 
Nathans_Bylichka_18748_18816,3.0,3.2,3.0,0.0,0.4,0.0,5,as we headed down the sidewalk i said what is your name anyway ?,Nathans_Bylichka,fiction, 
SemEval_1082,2.8,3.4,2.8,0.4,0.49,0.4,5,beware of peanut butter pathogens,SemEval,SemEval,
SemEval_1039,2.2,2.4,3.0,0.4,0.8,0.63,5,us soldiers die in day of violence,SemEval,SemEval,
hotel-california_10196_10224,3.0,3.0,3.0,0.0,0.0,0.0,3,tonight was for observation .,hotel-california,fiction, 
detroit_15065_15155,2.2,3.6,3.0,0.75,0.49,0.63,5,otters in post valdez alaska are clawing their own petro chemical burned eyes out in pain .,detroit,blog, 
SemEval_761,2.6,2.8,2.6,0.49,0.4,0.49,5,germany agonizes over a brain drain,SemEval,SemEval,
detroit_16865_16896,4.0,3.4,3.0,0.89,0.49,0.0,5,btw great blog and great info .,detroit,blog, 
SemEval_1239,3.0,3.0,3.4,0.0,0.0,0.49,5,tell your boss : naps are good for you,SemEval,SemEval,
Nathans_Bylichka_10171_10217,3.0,3.0,3.33,0.0,0.0,0.47,3,something in his tone couldnt be disbelieved .,Nathans_Bylichka,fiction, 
captured_moments_10925_10932,2.75,3.0,3.25,0.43,0.71,0.43,4,enough .,captured_moments,fiction, 
att2_110_126,3.0,3.0,2.75,0.0,0.0,0.43,4,dear cardmember :,att2,letters,solicitation-brochures
20020731-nyt_18444_18470,2.6,3.2,3.0,0.49,0.4,0.0,5,it was kids shooting kids .,20020731-nyt,newspaper,nyt
110CYL068_2040_2141,3.5,3.5,3.5,0.5,0.5,0.5,2,after a lifetime of trials donna not only earned her ged at goodwill she earned a job here .,110CYL068,letters,philanthropic-fundraising
captured_moments_7321_7380,3.4,3.2,3.0,0.49,0.4,0.0,5,the kitchen and baths had every convenience that i desired .,captured_moments,fiction, 
NYTnewswire9_4105_4173,3.2,3.0,3.0,0.4,0.0,0.0,5,in karnes tibbets found a kindred spirit and a handball partner .,NYTnewswire9,newspaper,nyt
captured_moments_6813_6908,3.0,3.0,3.2,0.0,0.0,0.4,5,her wrist when i grabbed it was smooth and strong and warm in my fingers .,captured_moments,fiction, 
WhereToHongKong_17245_17372,3.4,3.4,3.2,0.8,0.8,0.4,5,an enormous roller coaster rising way above the sea space wheels and high diving shows guarantee a day of excitement .,WhereToHongKong,travel-guides, 
NYTnewswire6_8821_9066,3.25,3.25,3.25,0.43,0.43,0.43,4,"michael chabon author of pulitzer prize winner "" the amazing adventures of kavalier & clay "" : "" all i think of when i think of her now is dan akroyd pretending to be her ( on saturday night live ) and chopping his fingers off and bleeding all over .",NYTnewswire6,newspaper,nyt
The_Black_Willow_1399_1465,3.4,3.2,3.0,0.49,0.4,0.0,5,perhaps this will be more saleable he thought and began to write .,The_Black_Willow,fiction, 
Nathans_Bylichka_43867_44025,3.0,3.0,3.0,0.0,0.0,0.0,5,i thought back to seeing the man in the hollow church and described his skin his dark hair the way that light seemed to flow around him as best as i could .,Nathans_Bylichka,fiction, 
easy_money_6714_6752,3.4,3.0,3.0,0.49,0.63,0.0,5,the drive was shorter than i expected .,easy_money,fiction, 
WhatToHongKong_16824_17043,3.2,2.8,3.0,0.4,0.75,0.63,5,the classic chinese puppet is the shadow puppet manipulated behind a screen by three rods but hand puppet and marionette shows are also on offer often for free at public parks and playgrounds .,WhatToHongKong,travel-guides, 
hotel-california_7024_7062,2.8,2.8,2.8,0.4,0.4,0.4,5,i did a lot of staring and not moving .,hotel-california,fiction, 
Ant_Robot_51607_51676,3.25,3.25,3.5,0.43,0.43,0.87,4,the code to model this task switching might look something like this :,Ant_Robot,essays, 
hotel-california_11121_11369,3.0,2.8,2.6,0.0,0.75,0.49,5,i slowly returned my attention to the conversation and was pleasantly surprised to find that it had turned to a heated analysis of a recent abstract filmdone in the style of old flatscreen moviesthat i had seen during off time at geminia station .,hotel-california,fiction, 
captured_moments_9269_9382,3.0,2.67,3.33,0.58,0.94,0.47,6,i dimly remember three bedpartners who were probably human and one that i hope was delirium .,captured_moments,fiction, 
NYTnewswire7_1656_1801,3.0,3.0,3.0,0.0,0.0,0.0,4,contrary to what some restaurants and retailers tell their customers the u . s . government does not consider the chilean seabass to be endangered .,NYTnewswire7,newspaper,nyt
Black_and_white_7223_7327,3.4,2.6,3.2,0.49,0.49,0.4,5,white is the spiritual color of our times the clearness which directs all out actions .,Black_and_white,essays, 
cable_spool_fort_4979_4990,2.4,4.0,3.8,0.49,0.63,0.4,5,time out !,cable_spool_fort,fiction, 
hotel-california_19911_20007,3.0,3.0,3.0,0.0,0.0,0.0,3,i wondered why if he had such an unpropitious outlook he hadn ' t tried to change his situation .,hotel-california,fiction, 
hotel-california_21114_21129,2.6,2.8,2.4,0.49,0.4,0.49,5,self conscious .,hotel-california,fiction, 
Fermentation_Eminent-Domain_9095_9340,3.0,2.33,3.0,0.0,0.47,0.0,3,"there was a counterpoint in the label world after some court cases resulted in a company ' s revising its grape sourcing to comply with tightened requirements for 75% in county fruit in order to remain legal in designating the wine as from "" napa "" .",Fermentation_Eminent-Domain,blog, 
captured_moments_13852_13915,3.0,3.25,3.25,0.0,0.43,0.43,4,( which is to say you and me future self . ),captured_moments,fiction, 
att2_1329_1384,3.2,3.2,3.2,0.4,0.4,0.4,5,enroll on internetor call customer service for details .,att2,letters,solicitation-brochures
WhereToHongKong_19553_19630,3.0,3.0,2.8,0.0,0.63,0.4,5,flanked by the clock tower is the imposing hong kong cultural centre .,WhereToHongKong,travel-guides, 
audubon2_4069_4176,3.8,4.0,3.4,0.4,0.89,0.8,5,p . s . on behalf of everyone here at the national audubon society we look forward to saying welcome back !,audubon2,letters,solicitation-brochures
SemEval_165,3.0,2.33,3.0,0.0,0.47,0.0,3,military officials add to u . s . criticism of iraq ' s government,SemEval,SemEval,
wsj_2465_1041_1137,2.17,3.17,2.83,0.9,1.21,0.9,6,an hour later the paper ' s circulation manager miguel soler was shot and killed near his home .,wsj_2465,newspaper,wsj
Ant_Robot_19822_19838,3.0,3.2,3.0,0.0,0.4,0.0,5,common behaviors,Ant_Robot,essays, 
appalachian1_4700_4779,3.2,2.8,3.2,0.4,0.4,0.98,5,spend a weekend bushwhacking with map and compass near our pinkham notch lodge .,appalachian1,letters,solicitation-brochures
Fermentation_Eminent-Domain_4488_4526,3.6,3.4,3.0,0.49,0.49,0.0,5,you found a way to tie this in nicely .,Fermentation_Eminent-Domain,blog, 
HistoryLasVegas_13432_13644,3.0,3.2,3.2,0.0,0.4,0.4,5,though las vegas had developed a powerful local economy few major outside investments were made in the city due primarily to mob infiltration and its inherent ties to illegal activities .,HistoryLasVegas,travel-guides, 
alumnifund1_462_479,3.0,3.33,3.0,0.0,0.47,0.0,3,dear ms . lastname,alumnifund1,letters,solicitation-brochures
Nathans_Bylichka_1617_1656,3.0,3.0,3.33,0.0,0.0,0.47,3,she checked it there in the restaurant .,Nathans_Bylichka,fiction, 
SemEval_783,3.4,3.0,3.4,0.49,0.63,0.49,5,wellcome awards anti fat research,SemEval,SemEval,
WhatToHongKong_15793_15923,3.0,3.2,3.2,0.0,0.4,0.4,5,cantonese opera is alive and well in hong kong and the two other forms beijing and kun are sometimes presented .,WhatToHongKong,travel-guides, 
SemEval_108,3.33,2.67,3.0,0.47,0.47,0.0,3,moderate drinking reduces men ' s heart attack risk,SemEval,SemEval,
Nathans_Bylichka_38200_38273,2.2,3.4,2.8,0.75,0.49,0.4,5,nepthys shook his hands at me like he wanted to wrap them around my neck .,Nathans_Bylichka,fiction, 
Nathans_Bylichka_31994_32041,3.0,3.0,3.2,0.0,0.0,0.4,5,he caught the bartenders eye for another shot .,Nathans_Bylichka,fiction, 
united1_1740_1865,2.8,2.6,3.2,0.4,0.49,0.4,5,offer is subject to availability and is not combinable with other offers cabins may sell out before offer expires on 1/7/01 .,united1,letters,solicitation-brochures
HistoryLasVegas_13653_13743,3.0,3.0,3.0,0.0,0.0,0.0,5,that would change dramatically with the 1966 arrival of billionaire howard hughes .,HistoryLasVegas,travel-guides, 
defenders5_365_561,2.6,3.2,3.0,0.8,0.4,0.0,5,you see the alaska legislature passed a law that once again allows any private citizen with just a $15 trapping or $25 hunting license to track wolves by aircraft and then land and gun them down .,defenders5,letters,solicitation-brochures
SemEval_1289,3.0,3.2,3.0,0.0,0.4,0.0,5,no . 1 florida survives rupp arena streak hits 16,SemEval,SemEval,
A_defense_of_Michael_Moore_121_216,3.0,3.0,3.2,0.0,0.0,0.4,5,this is an open letter to david hardy author of bowling for columbine : documentary or fiction ?,A_defense_of_Michael_Moore,essays, 
hotel-california_23519_23541,3.0,3.0,2.8,0.0,0.0,0.4,5,so where do they go ?,hotel-california,fiction, 
NYTnewswire9_5560_5597,3.0,3.0,3.0,0.0,0.0,0.0,5,i had a friend the finance officer .,NYTnewswire9,newspaper,nyt
A_defense_of_Michael_Moore_11530_11594,2.8,3.2,2.8,0.4,0.4,0.4,5,when heston mentions the mayor of denver the crowd boos loudly .,A_defense_of_Michael_Moore,essays, 
captured_moments_15176_15279,3.0,2.6,2.6,0.0,0.49,0.49,5,to compare his pieces to those of others is to compare mannequins to living models .,captured_moments,fiction, 
WhereToHongKong_54250_54456,2.6,2.8,2.4,0.49,0.4,0.49,5,the quaint taipa village with its narrow lanes and colonial buildings painted yellow blue and green has almost been completely swallowed up by the development of nearby housing projects .,WhereToHongKong,travel-guides, 
marine1_2720_2952,3.2,3.4,3.0,0.4,0.49,0.63,5,helped create national marine sanctuaries critical to the survival of marine wildlife from endangered manatees in the florida keys to humpback whales off new englands stellwagen bank to sea otters in californias monterey bay .,marine1,letters,solicitation-brochures
SemEval_1209,3.2,3.0,3.0,0.4,0.0,0.0,5,uganda parliament votes to send troops to somalia,SemEval,SemEval,
lessig_blog-carbon_1799_1871,3.0,3.0,3.2,0.0,0.0,0.4,5,isn ' t a mandatory scheme going to moresuccesful than voluntary measures ?,lessig_blog-carbon,blog, 
NYTnewswire2_6421_6460,3.2,3.2,3.0,0.4,0.4,0.0,5,he appears to be referring to anissina .,NYTnewswire2,newspaper,nyt
NYTnewswire2_6132_6222,3.0,3.0,3.0,0.0,0.0,0.0,5,a week later after berezhnaya and sikharulidze ' s pairs victory the mobsters spoke again .,NYTnewswire2,newspaper,nyt
SemEval_1159,2.67,2.67,3.0,0.47,0.47,0.0,3,violence continues at disputed holy site,SemEval,SemEval,
SemEval_521,2.8,3.0,3.0,0.4,0.0,0.0,5,democrats plot bush troop increase censure,SemEval,SemEval,
audubon1_60_76,1.4,4.0,3.4,0.8,0.89,0.49,5,im outraged . . .,audubon1,letters,solicitation-brochures
hotel-california_9982_10082,3.0,2.4,3.2,0.0,0.8,0.4,5,after the first half hour i stopped expending effort to keep names and stories and gossip straight .,hotel-california,fiction, 
captured_moments_22958_22972,3.2,3.4,3.0,0.4,0.49,0.0,5,interesting .,captured_moments,fiction, 
